filename,sf,droid
govdocs_selected\DOC_17\README,x-fmt/111,UNKNOWN
govdocs_selected\PPTX_1\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_10\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1099\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_745\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_73\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1409\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_348\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3053\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_603\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_773\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1525\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_377\README,x-fmt/111,UNKNOWN
govdocs_selected\VSD_1\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1726\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_449\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_186\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1607\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_479\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1991\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1076\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1111\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1429\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_228\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_5\602539.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3100\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1305\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1997\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2019\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2327\README,x-fmt/111,UNKNOWN
govdocs_selected\JPG_4\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1190\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1369\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2227\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1040\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1852\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2986\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_957\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3207\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_120\README,x-fmt/111,UNKNOWN
govdocs_selected\CGI_1\601115.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1510\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1438\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_597\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1626\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2869\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2097\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_87\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_120\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1375\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2804\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2121\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_18\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1006\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2514\README,x-fmt/111,UNKNOWN
govdocs_selected\TSV_1\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_651\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_695\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2197\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3328\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3181\README,x-fmt/111,UNKNOWN
govdocs_selected\INFO_1\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_475\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1204\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1088\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_4\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_261\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_138\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_165\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_550\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_7\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_73\551849.text,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1771\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_225\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_147\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_123\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_995\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1355\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2183\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2516\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3142\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_952\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2959\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_217\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_212\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1781\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_970\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3221\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_562\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_464\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1331\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_844\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3249\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_741\README,x-fmt/111,UNKNOWN
govdocs_selected\JPG_25\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2835\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_43\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_523\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_56\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2741\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3263\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1397\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2756\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2839\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_993\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_136\README,x-fmt/111,UNKNOWN
govdocs_selected\CSV_16\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_7\630029.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1483\README,x-fmt/111,UNKNOWN
govdocs_selected\SWF_2\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_194\README,x-fmt/111,UNKNOWN
govdocs_selected\MBOX_1\601821.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2379\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1166\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1684\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2361\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2289\README,x-fmt/111,UNKNOWN
govdocs_selected\LOG_39\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1325\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1467\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_667\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_1\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_75\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3261\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3230\README,x-fmt/111,UNKNOWN
govdocs_selected\C_1\599499.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_86\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_141\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_31\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_56\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1720\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1571\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1970\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_4\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_504\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1426\README,x-fmt/111,UNKNOWN
govdocs_selected\PST_1\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_205\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_57\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1434\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2950\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_58\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_875\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_715\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1346\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1914\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3111\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_234\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2462\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_67\252209.text,x-fmt/111,UNKNOWN
govdocs_selected\TXT_7\639398.unk,x-fmt/111,UNKNOWN
govdocs_selected\HTML_129\README,x-fmt/111,UNKNOWN
govdocs_selected\JAVA_10\656111.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1702\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_978\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_472\README,x-fmt/111,UNKNOWN
govdocs_selected\JPG_3\README,x-fmt/111,UNKNOWN
govdocs_selected\PPTX_4\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_171\README,x-fmt/111,UNKNOWN
govdocs_selected\CSV_20\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_46\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_186\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1729\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1903\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_992\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2356\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_101\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_737\README,x-fmt/111,UNKNOWN
govdocs_selected\C_1\655095.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_969\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_961\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1717\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_447\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3217\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_159\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2130\README,x-fmt/111,UNKNOWN
govdocs_selected\HLP_12\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1763\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2572\611775.unk,x-fmt/111,UNKNOWN
govdocs_selected\DOC_11\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3303\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_36\594593.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1003\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2158\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_724\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2992\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_901\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1946\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3203\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_12\618719.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_888\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_15\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1227\README,x-fmt/111,UNKNOWN
govdocs_selected\JS_4\608625.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1580\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_76\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1589\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_306\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_71\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_96\README,x-fmt/111,UNKNOWN
govdocs_selected\EML_2\627917.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1943\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_12\291751.unk,x-fmt/111,UNKNOWN
govdocs_selected\XLS_43\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_117\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_92\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2402\README,x-fmt/111,UNKNOWN
govdocs_selected\LOG_10\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_312\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_9\645472.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1022\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_501\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_685\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2508\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2984\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1495\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1868\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2337\README,x-fmt/111,UNKNOWN
govdocs_selected\TSV_2\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2958\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_128\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_272\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2504\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3187\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2076\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3090\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_540\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2447\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3301\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_101\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2893\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_960\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_409\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3179\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_253\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_100\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2084\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3060\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1531\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1583\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_191\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3280\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1697\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_206\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_162\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_235\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2951\README,x-fmt/111,UNKNOWN
govdocs_selected\EPS_5\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_12\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2181\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3225\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_18\648510.unk,x-fmt/111,UNKNOWN
govdocs_selected\EPS_12\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2024\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_89\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1848\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1786\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_14\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2926\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_7\646701.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2445\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1356\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_845\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_356\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_78\README,x-fmt/111,UNKNOWN
govdocs_selected\XML_7\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1983\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1463\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_649\README,x-fmt/111,UNKNOWN
govdocs_selected\JAVA_9\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_75\README,x-fmt/111,UNKNOWN
govdocs_selected\PPS_7\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_99\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_29\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_450\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_133\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3333\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_257\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1563\README,x-fmt/111,UNKNOWN
govdocs_selected\EPS_3\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_109\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2494\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1077\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2966\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2907\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_143\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_40\618256.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1459\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_152\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_471\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1336\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_38\617206.unk,x-fmt/111,UNKNOWN
govdocs_selected\JAVA_10\608851.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2898\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2375\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_567\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_345\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1990\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_588\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_327\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2492\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_125\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2770\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_125\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2159\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1734\README,x-fmt/111,UNKNOWN
govdocs_selected\TMP_10\293915.tmp,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1150\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_224\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_74\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2727\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_500\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2930\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_203\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_94\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_122\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_39\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1046\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2186\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_109\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2135\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2791\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_655\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_67\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1522\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_44\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1350\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3071\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_854\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_9\613039.unk,x-fmt/111,UNKNOWN
govdocs_selected\XLS_115\README,x-fmt/111,UNKNOWN
govdocs_selected\HLP_9\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1883\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1565\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_8\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_209\README,x-fmt/111,UNKNOWN
govdocs_selected\XBM_1\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1588\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_383\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2029\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_371\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3176\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_545\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_5\601156.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3159\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1053\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_57\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_677\README,x-fmt/111,UNKNOWN
govdocs_selected\EML_3\644954.unk,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_227\README,x-fmt/111,UNKNOWN
govdocs_selected\XLS_6\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2488\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2678\README,x-fmt/111,UNKNOWN
govdocs_selected\PPTX_2\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1930\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2621\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_3\README,x-fmt/111,UNKNOWN
govdocs_selected\DOC_145\README,x-fmt/111,UNKNOWN
govdocs_selected\HTML_6\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_373\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1674\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2526\README,x-fmt/111,UNKNOWN
govdocs_selected\TMP_11\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1746\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_32\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1706\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_664\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_11\649960.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_57\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_99\556275.text,x-fmt/111,UNKNOWN
govdocs_selected\LOG_36\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_619\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_584\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1316\README,x-fmt/111,UNKNOWN
govdocs_selected\PPT_55\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_18\642415.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_544\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1056\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1660\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2744\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3302\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1468\README,x-fmt/111,UNKNOWN
govdocs_selected\XML_1\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3047\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_891\README,x-fmt/111,UNKNOWN
govdocs_selected\TMP_1\658103.tmp,x-fmt/111,UNKNOWN
govdocs_selected\XLS_66\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1851\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_386\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1582\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1513\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1388\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_600\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3275\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3037\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2271\README,x-fmt/111,UNKNOWN
govdocs_selected\TEXT_59\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1659\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_12\615044.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2051\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3026\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1620\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1719\README,x-fmt/111,UNKNOWN
govdocs_selected\PY_1\644756.unk,x-fmt/111,UNKNOWN
govdocs_selected\HLP_5\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1759\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2302\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_320\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1130\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1232\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1242\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2291\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2890\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3093\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_23\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_329\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_624\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_3270\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2866\README,x-fmt/111,UNKNOWN
govdocs_selected\TXT_10\613926.unk,x-fmt/111,UNKNOWN
govdocs_selected\PDF_2274\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1639\README,x-fmt/111,UNKNOWN
govdocs_selected\PS_5\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1494\README,x-fmt/111,UNKNOWN
govdocs_selected\PDF_1143\README,x-fmt/111,UNKNOWN
